,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
1,2020-01-03,1.114,0.7201,-0.11,限制大额申购,开放赎回,nan
2,2020-01-06,1.1146,0.7204,0.05,限制大额申购,开放赎回,nan
3,2020-01-07,1.1215,0.7227,0.62,限制大额申购,开放赎回,nan
4,2020-01-08,1.0871,0.7109,-3.07,限制大额申购,开放赎回,nan
5,2020-01-09,1.1038,0.7166,1.54,限制大额申购,开放赎回,nan
6,2020-01-10,1.1054,0.7172,0.15,限制大额申购,开放赎回,nan
7,2020-01-13,1.1193,0.722,1.26,限制大额申购,开放赎回,nan
8,2020-01-14,1.1058,0.7173,-1.21,限制大额申购,开放赎回,nan
9,2020-01-15,1.1007,0.7156,-0.46,限制大额申购,开放赎回,nan
10,2020-01-16,1.0948,0.7135,-0.54,限制大额申购,开放赎回,nan
11,2020-01-17,1.099,0.715,0.38,限制大额申购,开放赎回,nan
12,2020-01-20,1.1152,0.7206,1.47,限制大额申购,开放赎回,nan
13,2020-01-21,1.0952,0.7137,-1.79,限制大额申购,开放赎回,nan
14,2020-01-22,1.1031,0.7164,0.72,限制大额申购,开放赎回,nan
15,2020-01-23,1.0581,0.7009,-4.08,限制大额申购,开放赎回,nan
16,2020-02-03,0.9582,0.6666,-9.44,限制大额申购,开放赎回,nan
17,2020-02-04,0.9569,0.6662,-0.14,限制大额申购,开放赎回,nan
18,2020-02-05,0.9701,0.6707,1.38,限制大额申购,开放赎回,nan
19,2020-02-06,0.9947,0.6791,2.54,限制大额申购,开放赎回,nan
20,2020-02-07,0.9975,0.6801,0.28,限制大额申购,开放赎回,nan
21,2020-02-10,1.0069,0.6833,0.94,限制大额申购,开放赎回,nan
22,2020-02-11,1.0046,0.6825,-0.23,限制大额申购,开放赎回,nan
23,2020-02-12,1.0192,0.6876,1.45,限制大额申购,开放赎回,nan
24,2020-02-13,1.0028,0.6819,-1.61,限制大额申购,开放赎回,nan
25,2020-02-14,1.0211,0.6882,1.82,限制大额申购,开放赎回,nan
26,2020-02-17,1.0685,0.7045,4.64,限制大额申购,开放赎回,nan
