,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
27,2020-02-18,1.0626,0.7025,-0.55,限制大额申购,开放赎回,nan
28,2020-02-19,1.0652,0.7034,0.24,限制大额申购,开放赎回,nan
29,2020-02-20,1.1288,0.7252,5.97,限制大额申购,开放赎回,nan
30,2020-02-21,1.1297,0.7255,0.08,限制大额申购,开放赎回,nan
31,2020-02-24,1.1296,0.7255,-0.01,限制大额申购,开放赎回,nan
32,2020-02-25,1.1412,0.7295,1.03,限制大额申购,开放赎回,nan
33,2020-02-26,1.1191,0.7219,-1.94,限制大额申购,开放赎回,nan
34,2020-02-27,1.1206,0.7224,0.13,限制大额申购,开放赎回,nan
35,2020-02-28,1.0535,0.6994,-5.99,限制大额申购,开放赎回,nan
36,2020-03-02,1.1013,0.7158,4.54,限制大额申购,开放赎回,nan
37,2020-03-03,1.1116,0.7193,0.94,限制大额申购,开放赎回,nan
38,2020-03-04,1.1423,0.7299,2.76,限制大额申购,开放赎回,nan
39,2020-03-05,1.1719,0.7401,2.59,限制大额申购,开放赎回,nan
40,2020-03-06,1.1334,0.7268,-3.29,限制大额申购,开放赎回,nan
41,2020-03-09,1.1015,0.7159,-2.81,限制大额申购,开放赎回,nan
42,2020-03-10,1.1355,0.7275,3.09,限制大额申购,开放赎回,nan
43,2020-03-11,1.1039,0.7167,-2.78,限制大额申购,开放赎回,nan
44,2020-03-12,1.0912,0.7123,-1.15,限制大额申购,开放赎回,nan
45,2020-03-13,1.0847,0.7101,-0.6,限制大额申购,开放赎回,nan
46,2020-03-16,1.0243,0.6893,-5.57,限制大额申购,开放赎回,nan
47,2020-03-17,1.0289,0.6909,0.45,限制大额申购,开放赎回,nan
48,2020-03-18,0.9983,0.6804,-2.97,限制大额申购,开放赎回,nan
49,2020-03-19,1.0104,0.6845,1.21,限制大额申购,开放赎回,nan
50,2020-03-20,1.0184,0.6873,0.79,限制大额申购,开放赎回,nan
51,2020-03-23,0.9809,0.6744,-3.68,限制大额申购,开放赎回,nan
52,2020-03-24,1.0007,0.6812,2.02,限制大额申购,开放赎回,nan
53,2020-03-25,1.0164,0.6866,1.57,限制大额申购,开放赎回,nan
54,2020-03-26,1.0022,0.6817,-1.4,限制大额申购,开放赎回,nan
55,2020-03-27,1.0066,0.6832,0.44,限制大额申购,开放赎回,nan
56,2020-03-30,0.9963,0.6797,-1.02,限制大额申购,开放赎回,nan
57,2020-03-31,0.992,0.6782,-0.43,限制大额申购,开放赎回,nan
58,2020-04-01,0.9889,0.6771,-0.31,限制大额申购,开放赎回,nan
59,2020-04-02,1.0067,0.6833,1.8,限制大额申购,开放赎回,nan
60,2020-04-03,0.9921,0.6782,-1.45,限制大额申购,开放赎回,nan
61,2020-04-07,1.0139,0.6857,2.2,限制大额申购,开放赎回,nan
62,2020-04-08,1.0102,0.6845,-0.36,限制大额申购,开放赎回,nan
63,2020-04-09,1.0193,0.6876,0.9,限制大额申购,开放赎回,nan
64,2020-04-10,1.0047,0.6826,-1.43,限制大额申购,开放赎回,nan
65,2020-04-13,0.998,0.6803,-0.67,限制大额申购,开放赎回,nan
66,2020-04-14,1.022,0.6885,2.4,限制大额申购,开放赎回,nan
67,2020-04-15,1.0096,0.6843,-1.21,限制大额申购,开放赎回,nan
68,2020-04-16,1.0201,0.6879,1.04,限制大额申购,开放赎回,nan
69,2020-04-17,1.0162,0.6865,-0.38,限制大额申购,开放赎回,nan
70,2020-04-20,1.0198,0.6878,0.35,限制大额申购,开放赎回,nan
71,2020-04-21,1.0035,0.6822,-1.6,限制大额申购,开放赎回,nan
72,2020-04-22,1.0055,0.6829,0.2,限制大额申购,开放赎回,nan
73,2020-04-23,0.9966,0.6798,-0.89,限制大额申购,开放赎回,nan
74,2020-04-24,0.9807,0.6743,-1.6,限制大额申购,开放赎回,nan
