,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
46,2020-03-16,1.5117,3.0889,-4.75,开放申购,开放赎回,nan
47,2020-03-17,1.491,3.0682,-1.37,开放申购,开放赎回,nan
48,2020-03-18,1.4678,3.045,-1.56,开放申购,开放赎回,nan
49,2020-03-19,1.4729,3.0501,0.35,开放申购,开放赎回,nan
50,2020-03-20,1.4858,3.063,0.88,开放申购,开放赎回,nan
51,2020-03-23,1.4378,3.015,-3.23,开放申购,开放赎回,nan
52,2020-03-24,1.466,3.0432,1.96,开放申购,开放赎回,nan
53,2020-03-25,1.5042,3.0814,2.61,开放申购,开放赎回,nan
54,2020-03-26,1.4967,3.0739,-0.5,开放申购,开放赎回,nan
55,2020-03-27,1.4988,3.076,0.14,开放申购,开放赎回,nan
56,2020-03-30,1.4786,3.0558,-1.35,开放申购,开放赎回,nan
57,2020-03-31,1.4938,3.071,1.03,开放申购,开放赎回,nan
58,2020-04-01,1.4899,3.0671,-0.26,开放申购,开放赎回,nan
59,2020-04-02,1.5124,3.0896,1.51,开放申购,开放赎回,nan
60,2020-04-03,1.4968,3.074,-1.03,开放申购,开放赎回,nan
61,2020-04-07,1.5339,3.1111,2.48,开放申购,开放赎回,nan
62,2020-04-08,1.5359,3.1131,0.13,开放申购,开放赎回,nan
63,2020-04-09,1.5461,3.1233,0.66,开放申购,开放赎回,nan
64,2020-04-10,1.5308,3.108,-0.99,开放申购,开放赎回,nan
65,2020-04-13,1.5186,3.0958,-0.8,开放申购,开放赎回,nan
66,2020-04-14,1.5494,3.1266,2.03,开放申购,开放赎回,nan
67,2020-04-15,1.5407,3.1179,-0.56,开放申购,开放赎回,nan
68,2020-04-16,1.5454,3.1226,0.31,开放申购,开放赎回,nan
69,2020-04-17,1.5562,3.1334,0.7,开放申购,开放赎回,nan
70,2020-04-20,1.5748,3.152,1.2,开放申购,开放赎回,nan
71,2020-04-21,1.5637,3.1409,-0.7,开放申购,开放赎回,nan
72,2020-04-22,1.572,3.1492,0.53,开放申购,开放赎回,nan
73,2020-04-23,1.5721,3.1493,0.01,开放申购,开放赎回,nan
74,2020-04-24,1.555,3.1322,-1.09,开放申购,开放赎回,nan
