,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
48,2020-03-18,1.0772,1.0772,-2.21,开放申购,开放赎回,nan
49,2020-03-19,1.0484,1.0484,-2.67,开放申购,开放赎回,nan
50,2020-03-20,1.0707,1.0707,2.13,开放申购,开放赎回,nan
51,2020-03-23,1.0476,1.0476,-2.16,开放申购,开放赎回,nan
52,2020-03-24,1.0728,1.0728,2.41,开放申购,开放赎回,nan
53,2020-03-25,1.0899,1.0899,1.59,开放申购,开放赎回,nan
54,2020-03-26,1.0961,1.0961,0.57,开放申购,开放赎回,nan
55,2020-03-27,1.0995,1.0995,0.31,开放申购,开放赎回,nan
56,2020-03-30,1.0958,1.0958,-0.34,开放申购,开放赎回,nan
57,2020-03-31,1.0844,1.0844,-1.04,开放申购,开放赎回,nan
58,2020-04-01,1.0838,1.0838,-0.06,开放申购,开放赎回,nan
59,2020-04-02,1.0904,1.0904,0.61,开放申购,开放赎回,nan
60,2020-04-03,1.0836,1.0836,-0.62,开放申购,开放赎回,nan
61,2020-04-07,1.0954,1.0954,1.09,开放申购,开放赎回,nan
62,2020-04-08,1.0895,1.0895,-0.54,开放申购,开放赎回,nan
63,2020-04-09,1.0893,1.0893,-0.02,开放申购,开放赎回,nan
64,2020-04-10,1.0889,1.0889,-0.04,开放申购,开放赎回,nan
65,2020-04-13,1.0815,1.0815,-0.68,开放申购,开放赎回,nan
66,2020-04-14,1.0933,1.0933,1.09,开放申购,开放赎回,nan
67,2020-04-15,1.0877,1.0877,-0.51,开放申购,开放赎回,nan
68,2020-04-16,1.085,1.085,-0.25,开放申购,开放赎回,nan
69,2020-04-17,1.0932,1.0932,0.76,开放申购,开放赎回,nan
70,2020-04-20,1.0901,1.0901,-0.28,开放申购,开放赎回,nan
71,2020-04-21,1.0861,1.0861,-0.37,开放申购,开放赎回,nan
72,2020-04-22,1.0854,1.0854,-0.06,开放申购,开放赎回,nan
73,2020-04-23,1.0817,1.0817,-0.34,开放申购,开放赎回,nan
74,2020-04-24,1.0784,1.0784,-0.31,开放申购,开放赎回,nan
