,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
1,2020-01-03,1.2523,0.8598,-0.1,限制大额申购,开放赎回,nan
2,2020-01-06,1.244,0.8545,-0.66,限制大额申购,开放赎回,nan
3,2020-01-07,1.2669,0.8691,1.84,限制大额申购,开放赎回,nan
4,2020-01-08,1.2536,0.8606,-1.05,限制大额申购,开放赎回,nan
5,2020-01-09,1.285,0.8806,2.5,限制大额申购,开放赎回,nan
6,2020-01-10,1.2912,0.8845,0.48,限制大额申购,开放赎回,nan
7,2020-01-13,1.3021,0.8914,0.84,限制大额申购,开放赎回,nan
8,2020-01-14,1.2905,0.8841,-0.89,限制大额申购,开放赎回,nan
9,2020-01-15,1.3047,0.8931,1.1,限制大额申购,开放赎回,nan
10,2020-01-16,1.3039,0.8926,-0.06,限制大额申购,开放赎回,nan
11,2020-01-17,1.318,0.9015,1.08,限制大额申购,开放赎回,nan
12,2020-01-20,1.36,0.9282,3.19,限制大额申购,开放赎回,nan
13,2020-01-21,1.3862,0.9449,1.93,限制大额申购,开放赎回,nan
14,2020-01-22,1.3703,0.9348,-1.15,限制大额申购,开放赎回,nan
15,2020-01-23,1.358,0.9269,-0.9,限制大额申购,开放赎回,nan
16,2020-02-03,1.3217,0.9039,-2.67,限制大额申购,开放赎回,nan
17,2020-02-04,1.3653,0.9316,3.3,限制大额申购,开放赎回,nan
18,2020-02-05,1.4078,0.9586,3.11,限制大额申购,开放赎回,nan
19,2020-02-06,1.4593,0.9913,3.66,限制大额申购,开放赎回,nan
20,2020-02-07,1.4215,0.9673,-2.59,限制大额申购,开放赎回,nan
21,2020-02-10,1.4269,0.9707,0.38,限制大额申购,开放赎回,nan
22,2020-02-11,1.4177,0.9649,-0.64,限制大额申购,开放赎回,nan
23,2020-02-12,1.433,0.9746,1.08,限制大额申购,开放赎回,nan
24,2020-02-13,1.422,0.9676,-0.77,限制大额申购,开放赎回,nan
25,2020-02-14,1.452,0.9866,2.11,限制大额申购,开放赎回,nan
26,2020-02-17,1.4709,0.9987,1.3,限制大额申购,开放赎回,nan
27,2020-02-18,1.4589,0.991,-0.82,限制大额申购,开放赎回,nan
28,2020-02-19,1.426,0.9701,-2.26,限制大额申购,开放赎回,nan
29,2020-02-20,1.4415,0.98,1.09,限制大额申购,开放赎回,nan
30,2020-02-21,1.4513,0.9862,0.68,限制大额申购,开放赎回,nan
31,2020-02-24,1.472,0.9993,1.43,限制大额申购,开放赎回,nan
32,2020-02-25,1.5036,1.0194,2.15,限制大额申购,开放赎回,nan
33,2020-02-26,1.0,0.9863,-3.47,暂停申购,暂停赎回,每份基金份额折算1.451379293份
34,2020-02-27,1.0059,0.99,0.59,暂停申购,暂停赎回,nan
35,2020-02-28,0.9848,0.9766,-2.1,限制大额申购,开放赎回,nan
36,2020-03-02,1.0066,0.9904,2.21,限制大额申购,开放赎回,nan
37,2020-03-03,1.0354,1.0087,2.86,限制大额申购,开放赎回,nan
38,2020-03-04,1.0322,1.0067,-0.31,限制大额申购,开放赎回,nan
39,2020-03-05,1.0492,1.0175,1.65,限制大额申购,开放赎回,nan
40,2020-03-06,1.0533,1.0201,0.39,限制大额申购,开放赎回,nan
41,2020-03-09,1.0296,1.0051,-2.25,限制大额申购,开放赎回,nan
42,2020-03-10,1.0286,1.0044,-0.1,限制大额申购,开放赎回,nan
43,2020-03-11,1.0218,1.0001,-0.66,限制大额申购,开放赎回,nan
44,2020-03-12,0.9919,0.9811,-2.93,限制大额申购,开放赎回,nan
45,2020-03-13,0.9744,0.97,-1.76,限制大额申购,开放赎回,nan
46,2020-03-16,0.9351,0.945,-4.03,限制大额申购,开放赎回,nan
47,2020-03-17,0.9417,0.9492,0.71,限制大额申购,开放赎回,nan
48,2020-03-18,0.941,0.9488,-0.07,限制大额申购,开放赎回,nan
49,2020-03-19,0.9259,0.9392,-1.6,限制大额申购,开放赎回,nan
50,2020-03-20,0.9498,0.9544,2.58,限制大额申购,开放赎回,nan
51,2020-03-23,0.9334,0.944,-1.73,限制大额申购,开放赎回,nan
52,2020-03-24,0.9517,0.9556,1.96,限制大额申购,开放赎回,nan
53,2020-03-25,0.9911,0.9806,4.14,限制大额申购,开放赎回,nan
54,2020-03-26,1.0142,0.9953,2.33,限制大额申购,开放赎回,nan
55,2020-03-27,1.0069,0.9906,-0.72,限制大额申购,开放赎回,nan
56,2020-03-30,0.9837,0.9759,-2.3,限制大额申购,开放赎回,nan
57,2020-03-31,1.0072,0.9908,2.39,限制大额申购,开放赎回,nan
58,2020-04-01,0.9975,0.9847,-0.96,限制大额申购,开放赎回,nan
59,2020-04-02,1.0074,0.991,0.99,限制大额申购,开放赎回,nan
60,2020-04-03,1.011,0.9932,0.36,限制大额申购,开放赎回,nan
61,2020-04-07,1.0454,1.0151,3.4,限制大额申购,开放赎回,nan
62,2020-04-08,1.0323,1.0068,-1.25,限制大额申购,开放赎回,nan
63,2020-04-09,1.0649,1.0275,3.16,限制大额申购,开放赎回,nan
64,2020-04-10,1.0478,1.0166,-1.61,限制大额申购,开放赎回,nan
65,2020-04-13,1.057,1.0225,0.88,限制大额申购,开放赎回,nan
66,2020-04-14,1.0842,1.0397,2.57,限制大额申购,开放赎回,nan
67,2020-04-15,1.0882,1.0423,0.37,限制大额申购,开放赎回,nan
68,2020-04-16,1.1146,1.059,2.43,限制大额申购,开放赎回,nan
69,2020-04-17,1.1035,1.052,-1.0,限制大额申购,开放赎回,nan
70,2020-04-20,1.1314,1.0697,2.53,限制大额申购,开放赎回,nan
71,2020-04-21,1.1236,1.0648,-0.69,限制大额申购,开放赎回,nan
72,2020-04-22,1.1358,1.0725,1.09,限制大额申购,开放赎回,nan
73,2020-04-23,1.1586,1.087,2.01,限制大额申购,开放赎回,nan
74,2020-04-24,1.1246,1.0654,-2.93,限制大额申购,开放赎回,nan
