,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
30,2020-02-21,1.4705,1.4705,0.75,限制大额申购,开放赎回,nan
31,2020-02-24,1.4757,1.4757,0.35,限制大额申购,开放赎回,nan
32,2020-02-25,1.4867,1.4867,0.75,限制大额申购,开放赎回,nan
33,2020-02-26,1.4473,1.4473,-2.65,限制大额申购,开放赎回,nan
34,2020-02-27,1.4759,1.4759,1.98,限制大额申购,开放赎回,nan
35,2020-02-28,1.4431,1.4431,-2.22,限制大额申购,开放赎回,nan
36,2020-03-02,1.4695,1.4695,1.83,限制大额申购,开放赎回,nan
37,2020-03-03,1.5086,1.5086,2.66,限制大额申购,开放赎回,nan
38,2020-03-04,1.5147,1.5147,0.4,限制大额申购,开放赎回,nan
39,2020-03-05,1.5487,1.5487,2.24,限制大额申购,开放赎回,nan
40,2020-03-06,1.5541,1.5541,0.35,限制大额申购,开放赎回,nan
41,2020-03-09,1.5274,1.5274,-1.72,开放申购,开放赎回,nan
42,2020-03-10,1.5241,1.5241,-0.22,开放申购,开放赎回,nan
43,2020-03-11,1.5068,1.5068,-1.14,开放申购,开放赎回,nan
44,2020-03-12,1.4592,1.4592,-3.16,开放申购,开放赎回,nan
45,2020-03-13,1.4311,1.4311,-1.93,开放申购,开放赎回,nan
46,2020-03-16,1.3652,1.3652,-4.6,开放申购,开放赎回,nan
47,2020-03-17,1.3602,1.3602,-0.37,开放申购,开放赎回,nan
48,2020-03-18,1.3465,1.3465,-1.01,开放申购,开放赎回,nan
49,2020-03-19,1.3199,1.3199,-1.98,开放申购,开放赎回,nan
50,2020-03-20,1.3656,1.3656,3.46,开放申购,开放赎回,nan
51,2020-03-23,1.3317,1.3317,-2.48,开放申购,开放赎回,nan
52,2020-03-24,1.3715,1.3715,2.99,开放申购,开放赎回,nan
53,2020-03-25,1.4244,1.4244,3.86,开放申购,开放赎回,nan
54,2020-03-26,1.4502,1.4502,1.81,开放申购,开放赎回,nan
55,2020-03-27,1.4586,1.4586,0.58,开放申购,开放赎回,nan
56,2020-03-30,1.4342,1.4342,-1.67,开放申购,开放赎回,nan
57,2020-03-31,1.4645,1.4645,2.11,开放申购,开放赎回,nan
58,2020-04-01,1.4429,1.4429,-1.47,开放申购,开放赎回,nan
59,2020-04-02,1.4602,1.4602,1.2,开放申购,开放赎回,nan
60,2020-04-03,1.4738,1.4738,0.93,开放申购,开放赎回,nan
61,2020-04-07,1.5137,1.5137,2.71,开放申购,开放赎回,nan
62,2020-04-08,1.5042,1.5042,-0.63,开放申购,开放赎回,nan
63,2020-04-09,1.5703,1.5703,4.39,开放申购,开放赎回,nan
64,2020-04-10,1.5506,1.5506,-1.25,开放申购,开放赎回,nan
65,2020-04-13,1.5608,1.5608,0.66,开放申购,开放赎回,nan
66,2020-04-14,1.5864,1.5864,1.64,开放申购,开放赎回,nan
67,2020-04-15,1.5688,1.5688,-1.11,开放申购,开放赎回,nan
68,2020-04-16,1.5842,1.5842,0.98,开放申购,开放赎回,nan
69,2020-04-17,1.5757,1.5757,-0.54,开放申购,开放赎回,nan
70,2020-04-20,1.6007,1.6007,1.59,开放申购,开放赎回,nan
71,2020-04-21,1.5907,1.5907,-0.62,开放申购,开放赎回,nan
72,2020-04-22,1.6224,1.6224,1.99,开放申购,开放赎回,nan
73,2020-04-23,1.6245,1.6245,0.13,开放申购,开放赎回,nan
74,2020-04-24,1.5932,1.5932,-1.93,开放申购,开放赎回,nan
