,净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态,分红送配
1,2020-01-03,0.9245,0.9245,0.42,开放申购,开放赎回,nan
2,2020-01-06,0.9521,0.9521,2.99,开放申购,开放赎回,nan
3,2020-01-07,0.953,0.953,0.09,开放申购,开放赎回,nan
4,2020-01-08,0.9581,0.9581,0.54,开放申购,开放赎回,nan
5,2020-01-09,0.9687,0.9687,1.11,开放申购,开放赎回,nan
6,2020-01-10,0.9664,0.9664,-0.24,开放申购,开放赎回,nan
7,2020-01-13,0.9856,0.9856,1.99,开放申购,开放赎回,nan
8,2020-01-14,0.9944,0.9944,0.89,开放申购,开放赎回,nan
9,2020-01-15,0.9812,0.9812,-1.33,开放申购,开放赎回,nan
10,2020-01-16,0.9813,0.9813,0.01,开放申购,开放赎回,nan
11,2020-01-17,0.9811,0.9811,-0.02,开放申购,开放赎回,nan
12,2020-01-20,1.0001,1.0001,1.94,开放申购,开放赎回,nan
13,2020-01-21,0.9772,0.9772,-2.29,开放申购,开放赎回,nan
14,2020-01-22,1.0091,1.0091,3.26,开放申购,开放赎回,nan
15,2020-01-23,0.9862,0.9862,-2.27,开放申购,开放赎回,nan
16,2020-02-03,0.9096,0.9096,-7.77,开放申购,开放赎回,nan
17,2020-02-04,0.9499,0.9499,4.43,开放申购,开放赎回,nan
18,2020-02-05,0.9819,0.9819,3.37,开放申购,开放赎回,nan
19,2020-02-06,0.9985,0.9985,1.69,开放申购,开放赎回,nan
20,2020-02-07,0.982,0.982,-1.65,开放申购,开放赎回,nan
21,2020-02-10,1.0216,1.0216,4.03,开放申购,开放赎回,nan
22,2020-02-11,1.013,1.013,-0.84,开放申购,开放赎回,nan
23,2020-02-12,1.0476,1.0476,3.42,开放申购,开放赎回,nan
24,2020-02-13,1.0451,1.0451,-0.24,开放申购,开放赎回,nan
25,2020-02-14,1.0355,1.0355,-0.92,开放申购,开放赎回,nan
26,2020-02-17,1.0745,1.0745,3.77,开放申购,开放赎回,nan
27,2020-02-18,1.0838,1.0838,0.87,开放申购,开放赎回,nan
28,2020-02-19,1.063,1.063,-1.92,开放申购,开放赎回,nan
29,2020-02-20,1.0795,1.0795,1.55,开放申购,开放赎回,nan
30,2020-02-21,1.0943,1.0943,1.37,开放申购,开放赎回,nan
31,2020-02-24,1.0879,1.0879,-0.58,开放申购,开放赎回,nan
32,2020-02-25,1.1271,1.1271,3.6,开放申购,开放赎回,nan
33,2020-02-26,1.0834,1.0834,-3.88,开放申购,开放赎回,nan
34,2020-02-27,1.0699,1.0699,-1.25,开放申购,开放赎回,nan
35,2020-02-28,1.0015,1.0015,-6.39,开放申购,开放赎回,nan
36,2020-03-02,1.0283,1.0283,2.68,开放申购,开放赎回,nan
37,2020-03-03,1.0438,1.0438,1.51,开放申购,开放赎回,nan
38,2020-03-04,1.0431,1.0431,-0.07,开放申购,开放赎回,nan
39,2020-03-05,1.0476,1.0476,0.43,开放申购,开放赎回,nan
40,2020-03-06,1.0419,1.0419,-0.54,开放申购,开放赎回,nan
41,2020-03-09,0.9877,0.9877,-5.2,开放申购,开放赎回,nan
42,2020-03-10,1.02,1.02,3.27,开放申购,开放赎回,nan
43,2020-03-11,1.0062,1.0062,-1.35,开放申购,开放赎回,nan
44,2020-03-12,0.9864,0.9864,-1.97,开放申购,开放赎回,nan
45,2020-03-13,0.972,0.972,-1.46,开放申购,开放赎回,nan
46,2020-03-16,0.908,0.908,-6.58,开放申购,开放赎回,nan
47,2020-03-17,0.9011,0.9011,-0.76,开放申购,开放赎回,nan
48,2020-03-18,0.8813,0.8813,-2.2,开放申购,开放赎回,nan
49,2020-03-19,0.8796,0.8796,-0.19,开放申购,开放赎回,nan
50,2020-03-20,0.8809,0.8809,0.15,开放申购,开放赎回,nan
51,2020-03-23,0.8216,0.8216,-6.73,开放申购,开放赎回,nan
52,2020-03-24,0.846,0.846,2.97,开放申购,开放赎回,nan
53,2020-03-25,0.8823,0.8823,4.29,开放申购,开放赎回,nan
54,2020-03-26,0.8656,0.8656,-1.89,开放申购,开放赎回,nan
55,2020-03-27,0.8607,0.8607,-0.57,开放申购,开放赎回,nan
56,2020-03-30,0.8503,0.8503,-1.21,开放申购,开放赎回,nan
57,2020-03-31,0.8558,0.8558,0.65,开放申购,开放赎回,nan
58,2020-04-01,0.8618,0.8618,0.7,开放申购,开放赎回,nan
59,2020-04-02,0.8798,0.8798,2.09,开放申购,开放赎回,nan
60,2020-04-03,0.8643,0.8643,-1.76,开放申购,开放赎回,nan
61,2020-04-07,0.8885,0.8885,2.8,开放申购,开放赎回,nan
62,2020-04-08,0.8851,0.8851,-0.38,开放申购,开放赎回,nan
63,2020-04-09,0.8845,0.8845,-0.07,开放申购,开放赎回,nan
64,2020-04-10,0.8627,0.8627,-2.46,开放申购,开放赎回,nan
65,2020-04-13,0.8496,0.8496,-1.52,开放申购,开放赎回,nan
66,2020-04-14,0.8851,0.8851,4.18,开放申购,开放赎回,nan
67,2020-04-15,0.8846,0.8846,-0.06,开放申购,开放赎回,nan
68,2020-04-16,0.8922,0.8922,0.86,开放申购,开放赎回,nan
69,2020-04-17,0.8988,0.8988,0.74,开放申购,开放赎回,nan
70,2020-04-20,0.9033,0.9033,0.5,开放申购,开放赎回,nan
71,2020-04-21,0.8883,0.8883,-1.66,开放申购,开放赎回,nan
72,2020-04-22,0.8934,0.8934,0.57,开放申购,开放赎回,nan
73,2020-04-23,0.8809,0.8809,-1.4,开放申购,开放赎回,nan
74,2020-04-24,0.8788,0.8788,-0.24,开放申购,开放赎回,nan
